시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명,
구암시장,상설장,대구광역시 북구 태암남로 11길 18,대구광역시 북구 구암동 693,상설장,35.9266307,128.5541578,43,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업 등,온누리상품권,-,Y,N,2010,,2019-04-04,B553077,소상공인시장진흥공단,
익산구시장,상설장,전라북도 익산시 인북로 8길 24-1(인화동1가),전라북도 익산시 인화동 1가 129-4,상설장,35.9315437,126.9527283,175,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,N,N,2014,063-856-7795,2019-04-04,B553077,소상공인시장진흥공단,
금호공설시장,5일장,경상북도 영천시 금호읍 금호로 101,경상북도 영천시 금호읍 교대리167-35,5일,35.9317002,128.8733148,6,가공식품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,2014,,2019-04-04,B553077,소상공인시장진흥공단,
익산남부시장,상설장,전라북도 익산시 평동로 11길 12,전라북도 익산시 인화2가동 7,상설장,35.9321003,126.9535078,31,농산물+가공식품+가정용품+기타소매업 등,온누리상품권,http://jbsj.kr/ m code isnb,Y,Y,2002,063-855-4798,2019-04-04,B553077,소상공인시장진흥공단,
매일시장,상설장,전라북도 익산시 창인동1가 88-5,전라북도 익산시 창인동 1가 88-5,상설장,35.9403857,126.9496857,131,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2005,063-853-6666,2019-04-04,B553077,소상공인시장진흥공단,
중앙시장,상설장,전라북도 익산시 창인동1가 137-1,전라북도 익산시 창인동 1가 137-1,상설장,35.9417954,126.9501104,55,농산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1977,063-855-3479,2019-04-04,B553077,소상공인시장진흥공단,
봉동시장,5일장,전라북도 완주군 봉동읍 장기리 134-5,전라북도 완주군 봉동읍 장기리 217-13,5일,35.9419421,127.1701358,50,농산물+축산물+가공식품+음식점업 등,온누리상품권,-,Y,Y,2002,063-263-2236,2019-04-04,B553077,소상공인시장진흥공단,
서동시장,상설장,전라북도 익산시 중앙로 3길 39-1,전라북도 익산시 창인동 1가 114-27,상설장,35.9421772,126.9504743,120,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1973,063-842-0063,2019-04-04,B553077,소상공인시장진흥공단,
칠곡시장,5일장,대구광역시 북구 칠곡 중앙대로 526,대구광역시 북구 읍내동 1201-1,5일,35.9424001,128.5510314,11,수산물+의류및신발 등,온누리상품권,-,Y,Y,2014,053-321-8070,2019-04-04,B553077,소상공인시장진흥공단,
무학시장,5일장,충청북도 충주시 무학1길 19,충청북도 충주시 봉방동 8-6,5일,35.9443036,127.8519457,150,축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1970,043-848-2292,2019-04-04,B553077,소상공인시장진흥공단,
대야재래시장,5일장,전라북도 군산시 대야면 대야시장로 8,전라북도 군산시 대야면 산월리 384-2,5일,35.9445676,126.8160513,180,농산물+축산물+수산물+가공식품+의류및신발+음식점업 등,온누리상품권,-,Y,Y,1975,063-451-2327,2019-04-04,B553077,소상공인시장진흥공단,
관음시장,상설장,대구광역시 북구 관음중앙로 28길 1,대구광역시 북구 관음동 1284,상설장,35.9449322,128.5417225,68,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2007,,2019-04-04,B553077,소상공인시장진흥공단,
벨포스트,5일장,경상북도 성주군 벽진면 수촌길 12,경상북도 성주군 벽진면 수촌리810-1,5일,35.9485172,128.2163827,51,가공식품+음식점업+근린생활서비스 등,-,-,Y,Y,2013,02-2231-4678,2019-04-04,B553077,소상공인시장진흥공단,
"익산장(구,익산북부장)",5일장,전라북도 익산시 남중동 33-30,전라북도 익산시 남중동 34-6,5일,35.9511659,126.9570251,98,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,http://jbsj.kr/ m code issj,Y,N,1980,063-853-2661,2019-04-04,B553077,소상공인시장진흥공단,
역전종합시장,상설장,전라북도 군산시 대명3길,전라북도 군산시 대명동 138,상설장,35.9580852,126.7151507,178,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1992,070-7749-2825,2019-04-04,B553077,소상공인시장진흥공단,
영천공설시장,5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,5일,35.9642762,128.9385739,58,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,http://www.ycsj.co.kr/,Y,Y,1955,053-331-1772,2019-04-04,B553077,소상공인시장진흥공단,
군산주공시장,상설장,전라북도 군산시 나운동 836-11,전라북도 군산시 나운동 836-23,상설장,35.9657677,126.6954589,140,농산물+수산물+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2009,061-461-7202,2019-04-04,B553077,소상공인시장진흥공단,
오천시장,5일장,경상북도 포항시 남구 오천읍 해병로 307번길 26-3,경상북도 포항시 남구오천읍 세계리 823-4,5일,35.9665967,129.4143256,85,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2010,052-242-0015,2019-04-04,B553077,소상공인시장진흥공단,
미나리광시장,상설장,전라북도 군산시 문화1길 22,전라북도 군산시 문화동 917-16,상설장,35.9731169,126.7016467,42,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,2008,031-254-7795,2019-04-04,B553077,소상공인시장진흥공단,
고산미소시장,5일장,전라북도 완주군 고산면 남봉로 134,전라북도 완주군 고산면 읍내리 608-25,5일,35.9742307,127.2055568,982,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2013,063-262-0119,2019-04-04,B553077,소상공인시장진흥공단,
오천삼광시장,상설장,경상북도 포항시 남구 오천읍 정몽주로 679번길 3,경상북도 포항시 오천읍 구정리34-5,상설장,35.9781914,129.4123925,500,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2008,,2019-04-04,B553077,소상공인시장진흥공단,
군산공설시장,상설장,전라북도 군산시 신금길 18(신영동),전라북도 군산시 신영동 18-1,상설장,35.9833221,126.7202861,203,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1970,063-445-4929,2019-04-04,B553077,소상공인시장진흥공단,
명산시장,상설장,전라북도 군산시 월명로 470,전라북도 군산시 명산동 21-2,상설장,35.9837379,126.7095675,67,가공식품+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1950,070-4038-5328,2019-04-04,B553077,소상공인시장진흥공단,
신울산종합시장,상설장,전라북도 군산시 동신영길 56,전라북도 군산시 신영동 19-5,상설장,35.9855184,126.7201286,99,가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,http://군산신영시장.kr/,Y,Y,1983,,2019-04-04,B553077,소상공인시장진흥공단,
영남시장,상설장,경상북도 포항시 남구 동해면 일월로 150,경상북도 포항시 동해면 약전리 436-3,상설장,35.9879177,129.4492489,60,농산물+수산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2012,,2019-04-04,B553077,소상공인시장진흥공단,
구룡포시장,5일장,경상북도 포항시 남구 구룡포읍 호미로 221번길 15,경상북도 포항시 구룡포읍 구룡포리 963-2,5일,35.9893946,129.5537371,38,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2014,,2019-04-04,B553077,소상공인시장진흥공단,
안강공설시장,5일장,경상북도 경주시 안강읍 비화중로 3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,5일,35.9899968,129.2220383,95,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1988,054-762-5356,2019-04-04,B553077,소상공인시장진흥공단,
익산금마시장,5일장,전라북도 익산시 금마면 금마4길 7,전라북도 익산시 금마면 동고도리 696-1,5일,35.9917753,127.0535198,112,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2000,,2019-04-04,B553077,소상공인시장진흥공단,
왜관시장,5일장,경상북도 칠곡군 왜관읍 중앙로 3길 6-5,경상북도 칠곡군 왜관읍 왜관리211,5일,35.9940002,128.3983673,189,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2008,,2019-04-04,B553077,소상공인시장진흥공단,
군산신영시장,상설장,전라북도 군산시 동신영길 36(신영동),전라북도 군산시 신영동 19-5,상설장,35.9942284,126.7056127,176,농산물축산물수산물가공식품의류및신발음식점업기타소매업근린생활서비스,온누리상품권,http://gunsansy.kr/,Y,Y,1985,070-7788-3412,2019-04-04,B553077,소상공인시장진흥공단,
군산수산물종합센터,상설장,전라북도 군산시 내항2길 216,전라북도 군산시 해망동 1011-21,상설장,35.9942825,126.7056214,208,의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,2003,063-442-4822,2019-04-04,B553077,소상공인시장진흥공단,
연일전통시장,5일장,경상북도 포항시 남구 연일읍 연일로 159번길 46,경상북도 포항시 연일읍 생지리 194-1,5일,35.9963538,129.3487465,47,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,N,N,2011,,2019-04-04,B553077,소상공인시장진흥공단,
무풍시장(대덕산장터),5일장,전라북도 무주군 무주읍 장터로 2,전라북도 무주군 무주읍 장터로 2,5일,36.0048434,127.6540401,16,농산물+축산물+수산물+가공식품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1992,,2019-04-04,B553077,소상공인시장진흥공단,
성곡종합시장,5일장,전라북도 무주군 설천면 삼도봉로11,전라북도 무주군 설천면 소천리 904-25,5일,36.0100765,127.7882356,57,가공식품+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1975,051-807-6773,2019-04-04,B553077,소상공인시장진흥공단,
해도5(형산)시장,상설장,경상북도 포항시 남구 대도동 143-1,경상북도 포항시 대도동 143-1,상설장,36.0127547,129.3664083,55,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,2008,,2019-04-04,B553077,소상공인시장진흥공단,
장항전통시장,5일장,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 110번지 일원,5일,36.0153709,126.6945088,27,축산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2010,041-957-0435,2019-04-04,B553077,소상공인시장진흥공단,
상대종합시장,상설장,경상북도 포항시 남구 양학천로 76번길 13,경상북도 포항시 상도동 1-12,상설장,36.0199534,129.3610522,240,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,1994,,2019-04-04,B553077,소상공인시장진흥공단,
한림매일시장,상설장,제주특별자치도 제주시 한림읍 한림로 681,제주특별자치도 제주시 한림읍 한림리 1315-7번지,상설장,36.0231398,129.3554313,195,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1998,,2019-04-04,B553077,소상공인시장진흥공단,
큰동해시장,상설장,경상북도 포항시 남구 중앙로 146번길 30,경상북도 포항시 해도동 435-31,상설장,36.0265722,129.3710071,50,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2008,054-277-2229,2019-04-04,B553077,소상공인시장진흥공단,
양학시장,상설장,경상북도 포항시 북구 학잠동 83,경상북도 포항시 학잠동 83,상설장,36.0271813,129.3498931,126,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,N,2012,054-452-4729,2019-04-04,B553077,소상공인시장진흥공단,
약목시장,5일장,경상북도 칠곡군 약목면 약목리길 5-1,경상북도 칠곡군 약목면 복성리 949-1,5일,36.0316488,128.3728799,110,농산물+축산물+수산물+의류및신발+가정용품+음식점업+기타소매업 등,-,-,Y,N,2000,,2019-04-04,B553077,소상공인시장진흥공단,
송도시장,상설장,경상북도 포항시 남구 송림로35,경상북도 포항시 송도동 440-6,상설장,36.0328502,129.3752545,504,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,1979,051-255-4059,2019-04-04,B553077,소상공인시장진흥공단,
신녕공설시장,5일장,경상북도 영천시 신녕면 본관시장길3,경상북도 영천시 신녕면 화성리866-1,5일,36.0420897,128.7874722,52,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,2013,,2019-04-04,B553077,소상공인시장진흥공단,
용흥시장,상설장,경상북도 포항시 북구 용흥동 366,경상북도 포항시 용흥동 366,상설장,36.0425793,129.3526528,140,축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,,,2019-04-04,B553077,소상공인시장진흥공단,
회성종합시장,상설장,경상남도 창원시 마산회원구 회성동 450-2,경상남도 창원시 마산회원구화성동 450-2번지,상설장,36.0463848,129.3691051,21,농산물+수산물+가공식품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1988,,2019-04-04,B553077,소상공인시장진흥공단,
두호1시장,상설장,경상북도 포항시 북구 창포동 630,경상북도 포항시 창포동 630,상설장,36.0617479,129.3693715,46,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1988,,2019-04-04,B553077,소상공인시장진흥공단,
죽도어시장,상설장,경상북도 포항시 북구 죽도시장길 4-7,경상북도 포항시 죽도동 568-8,상설장,36.0629522,129.3482063,143,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2012,054-246-3825,2019-04-04,B553077,소상공인시장진흥공단,
죽도시장,상설장,경상북도 포항시 북구 죽도시장길 4-7,경상북도 포항시 북구죽도동 2-586,상설장,36.0629522,129.3482063,1300,수산물+가공식품+음식점업+기타소매업 등,온누리상품권,http://www.jukdorack.com/shop/main/index.php,Y,Y,1971,054-247-3776,2019-04-04,B553077,소상공인시장진흥공단,
죽도농산물시장,상설장,경상북도 포항시 북구 죽도시장7길 7-4,경상북도 포항시 죽도동 5-22,상설장,36.0629522,129.3482063,194,의류및신발+가정용품+기타소매업 등,온누리상품권,-,Y,Y,1990,054-247-7888,2019-04-04,B553077,소상공인시장진흥공단,
대해종합시장,상설장,경상북도 포항시 남구 해노동288-56,경상북도 포항시 해도동 79-1,상설장,36.0629522,129.3482063,70,농산물+축산물+수산물+가공식품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,2009,053-4277-2000,2019-04-04,B553077,소상공인시장진흥공단,
남부시장,상설장,경상북도 포항시 남구 상노동629,경상북도 포항시 상도동 629,상설장,36.0629522,129.3482063,143,농산물+축산물+수산물+의류및신발+가정용품+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2007,,2019-04-04,B553077,소상공인시장진흥공단,
장량시장,상설장,경상북도 포항시 북구 장성동 866-302,경상북도 포항시 장성동 866-302,상설장,36.0654345,129.3771868,52,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,2010,,2019-04-04,B553077,소상공인시장진흥공단,
장성종합시장,상설장,경상북도 포항시 북구 성실로 16,경상북도 포항시 북구 장성동 866-301,상설장,36.0656435,129.3770351,139,의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,1978,,2019-04-04,B553077,소상공인시장진흥공단,
그린종합시장,상설장,경상북도 포항시 북구 장성1352-1,경상북도 포항시 장성동 1352-1,상설장,36.0673196,129.3809716,62,농산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,1999,,2019-04-04,B553077,소상공인시장진흥공단,
기계시장,5일장,경상북도 포항시 북구 기계면 현내리 1동,경상북도 포항시 기계면 현내리386-2,5일,36.0722312,129.2055915,350,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,,,2019-04-04,B553077,소상공인시장진흥공단,
서포시장,5일장,충청남도 서천군 서천읍 충절로42,충청남도 서천군 서천읍 군사리 686-1,5일,36.0748462,126.6873207,0,농산물+축산물+수산물+가공식품+의류및신발+기타소매업 등,온누리상품권,-,Y,Y,1995,,2019-04-04,B553077,소상공인시장진흥공단,
금산인삼전통시장,상설장,충청남도 금산군 금산읍 인삼전1길 20-12,충청남도 금산군 금산읍 건삼전1길 20-12번지,상설장,36.1000921,127.4834248,114,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,N,Y,2016,,2019-04-04,B553077,소상공인시장진흥공단,
금산인삼쇼핑센타,5일장,충청남도 금산군 금산읍 인삼광장 47,충청남도 금산군 금산읍 인삼광장로 47번지,5일,36.1000921,127.4834248,56,축산물+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2005,,2019-04-04,B553077,소상공인시장진흥공단,
금산시장,상설장,충청남도 금산군 금산군읍 금산천길98,충청남도 금산군 금산읍 하옥리 335-1,상설장,36.1000921,127.4834248,30,농산물+축산물+수산물+가공식품+의류및신발+가정용품+기타소매업 등,온누리상품권,-,Y,Y,1980,,2019-04-04,B553077,소상공인시장진흥공단,
금산수삼센타,5일장,충청남도 금산군 금산읍 중도리 24번지,충청남도 금산군 금산읍 인삼약초로 24번지,5일,36.1002635,127.4961732,31,농산물+축산물+의류및신발+음식점업+기타소매업 등,온누리상품권,www.susamcenter.co.kr,Y,Y,1988,041-754-3161,2019-04-04,B553077,소상공인시장진흥공단,
금산약초시장,5일장,충청남도 금산군 금산읍 비단로 144,충청남도 금산군 금산읍 비단로 144번지,5일,36.1003504,127.4954064,139,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1992,041-751-0845,2019-04-04,B553077,소상공인시장진흥공단,
제일시장상가,상설장,경상북도 구미시 공단동 264-18,경상북도 구미시 공단동 264-18,상설장,36.1016895,128.3841168,94,농산물+축산물+수산물+가공식품+가정용품+음식점업 등,온누리상품권,-,Y,Y,1979,,2019-04-04,B553077,소상공인시장진흥공단,
금산국제인삼시장(금산인삼국제시장),5일장,충청남도 금산군 금산읍 인삼약초로 45,충청남도 금산군 금산읍 인삼약초로 45번지,5일,36.1017238,127.4983629,44,농산물+축산물+수산물+의류및신발+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1986,041-752-1815,2019-04-04,B553077,소상공인시장진흥공단,
중부프라자,상설장,충청남도 금산군 금산읍 비범로 19,충청남도 금산군 금산읍 비범로 19번지,상설장,36.1044414,127.4909376,24,가공식품+근린생활서비스 등,온누리상품권,-,Y,Y,1989,041-753-9447,2019-04-04,B553077,소상공인시장진흥공단,
형곡중앙시장,상설장,경상북도 구미시 형곡동 321,경상북도 구미시 형곡동 321,상설장,36.1063479,128.3366023,250,수산물+가공식품+음식점업 등,온누리상품권,-,Y,Y,1998,054-456-6150,2019-04-04,B553077,소상공인시장진흥공단,
인동시장,5일장,경상북도 구미시 황상동 307-42,경상북도 구미시 황상동 307-42,5일,36.1083336,128.4211914,95,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1988,,2019-04-04,B553077,소상공인시장진흥공단,
구미산업유통단지,상설장,경상북도 구미시 임수동 92-9,경상북도 구미시 임수동 92-9,상설장,36.1095589,128.4029931,30,농산물+축산물+수산물+가공식품+의류및신발+기타소매업 등,온누리상품권,-,Y,Y,1995,054-473-4089,2019-04-04,B553077,소상공인시장진흥공단,
형곡시장프라자,상설장,경상북도 구미시 형곡동 147-1,경상북도 구미시 형곡동 147-1,상설장,36.1128528,128.3342307,9,가공식품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1991,054-452-9662,2019-04-04,B553077,소상공인시장진흥공단,
구미공단종합시장,상설장,경상북도 구미시 공단동 107,경상북도 구미시 공단동 107,상설장,36.1208277,128.3715015,320,농산물+축산물+수산물+가공식품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,1984,,2019-04-04,B553077,소상공인시장진흥공단,
신평전통시장,상설장,경상북도 구미시 칠성로 6길 48,경상북도 구미시 신평동 150-4,상설장,36.1231666,128.3611809,45,가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1998,,2019-04-04,B553077,소상공인시장진흥공단,
금오시장,상설장,경상북도 구미시 원평동 1028-2,경상북도 구미시 원평동 1028-2,상설장,36.1262368,128.3407088,66,수산물+가정용품+기타소매업 등,온누리상품권,-,Y,Y,1985,054-456-7321,2019-04-04,B553077,소상공인시장진흥공단,
신광시장,5일장,경상북도 포항시 북구 신광면 토성리 337,경상북도 포항시 신광면 토성리337,5일,36.1298473,129.2617418,85,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,N,N,,,2019-04-04,B553077,소상공인시장진흥공단,
현대유통쇼핑센타,상설장,경상북도 구미시 원평동 119-2,경상북도 구미시 원평동 119-2,상설장,36.1299189,128.3300593,375,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1986,054-452-4729,2019-04-04,B553077,소상공인시장진흥공단,
연무안심시장,5일장,충청남도 논산시 연무읍 연무로 178번길 9,충청남도 논산시 연무읍 안심리 14-2번지,5일,36.1300971,127.0984119,85,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,1978,041-741-3867,2019-04-04,B553077,소상공인시장진흥공단,
종합제일시장,상설장,경상북도 구미시 원평동 118-31,경상북도 구미시 원평동 118-31,상설장,36.1303326,128.3296719,273,의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,N,2009,054-452-3611,2019-04-04,B553077,소상공인시장진흥공단,
구미종합상가,상설장,경상북도 구미시 원평동 117-20,경상북도 구미시 원평동 117-20,상설장,36.1308277,128.3298185,147,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,Y,2009,054-452-3611,2019-04-04,B553077,소상공인시장진흥공단,
장천시장,5일장,경상북도 구미시 장천면 상장4길 14-3,경상북도 구미시 장천면 상장리 919-24,5일,36.1437952,128.5103414,111,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1959,,2019-04-04,B553077,소상공인시장진흥공단,
구미파크시장,상설장,경상북도 구미시 도량동 77,경상북도 구미시 도량동 77,상설장,36.1476156,128.3244323,68,농산물+축산물+수산물+가공식품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2005,,2019-04-04,B553077,소상공인시장진흥공단,
강경젓갈시장,5일장,충청남도 논산시 강경읍 대흥로 23-1,충청남도 논산시 강경읍 대흥리 48-32번지,5일,36.1559164,127.0135766,1350,기타소매업 등,온누리상품권,-,Y,Y,2007,,2019-04-04,B553077,소상공인시장진흥공단,
강구시장,상설장,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198번지,상설장,36.1584145,127.0050544,56,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1995,054-734-6778,2019-04-04,B553077,소상공인시장진흥공단,
의흥시장,5일장,경상북도 군위군 의흥면 읍내5길 7,경상북도 군위군 의흥면 읍내리594-1,5일,36.1741497,128.7163362,136,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,,,2019-04-04,B553077,소상공인시장진흥공단,
영동중앙시장,5일장,충청북도 영동군 영동읍 중앙로21,충청북도 영동군 영동읍 계산리 693-27번지,5일,36.1746224,127.7757101,5860,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1976,043-743-5611,2019-04-04,B553077,소상공인시장진흥공단,
영동전통시장,5일장,충청북도 영동군 영동읍 영동시장 2길 10-1,충청북도 영동군 영동읍 계산리 694-13,5일,36.1751994,127.7756307,205,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,Y,2011,02-511-9111,2019-04-04,B553077,소상공인시장진흥공단,
군위전통시장,5일장,경상북도 군위군 서부리 군위읍 중앙5길 12-8,경상북도 군위군 군위읍 서부리16-5,5일,36.1784209,128.6367123,14,농산물+축산물+수산물+가공식품+의류및신발+가정용품+기타소매업 등,온누리상품권,-,Y,Y,2008,,2019-04-04,B553077,소상공인시장진흥공단,
마전시장,5일장,충청남도 금산군 추부면 마전로 39,충청남도 금산군 추부면 마전리 417-4,5일,36.1901528,127.4679573,45,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,,,2019-04-04,B553077,소상공인시장진흥공단,
해평공설시장,5일장,경상북도 구미시 해평면 낙성리 149-4,경상북도 구미시 해평면 낙성리 149-4,5일,36.1950027,128.3916106,120,농산물+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,-,Y,N,1959,,2019-04-04,B553077,소상공인시장진흥공단,
청하시장,5일장,경상북도 포항시 북구 청하면 미남리 382-3,경상북도 포항시 청하면 미남리382-3,5일,36.1970117,129.3399273,176,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,N,2009,,2019-04-04,B553077,소상공인시장진흥공단,
구미새마을중앙시장,상설장,경상북도 구미시 월평동 119-15,경상북도 구미시 원평동 119-15,상설장,36.1990694,128.3471846,240,가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,N,1973,054-452-3611,2019-04-04,B553077,소상공인시장진흥공단,
연산전통시장,5일장,충청남도 논산시 연산4길 10-4,충청남도 논산시 연산면 연산리 392-8번지,5일,36.2160438,127.2165881,148,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,-,-,Y,Y,2011,,2019-04-04,B553077,소상공인시장진흥공단,
홍산시장,5일장,충청남도 부여군 홍산면 시장로 45-6,충청남도 부여군 부여읍 남촌리 134-2번지,5일,36.2245035,126.7671213,136,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+근린생활서비스 등,-,-,Y,N,2008,,2019-04-04,B553077,소상공인시장진흥공단,
웅천시장,5일장,충청남도 보령시 웅천읍 장터4길 24,충청남도 보령시 웅천읍 대창리 432-1번지 일대,5일,36.2329391,126.6012866,43,농산물+축산물+수산물+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,-,Y,N,1928,041-934-7744,2019-04-04,B553077,소상공인시장진흥공단,
